idUslugi;cena;kosztaWlasne;przychod;czasTrwania;satysfakcjaKlienta;idDnia_FK;idPracownika_FK;idSalonu_FK;idKlienta_FK;idMiejscowosci_FK;idTypuUslugi_FK
35658;143,8;34,03;109,77;145;4;2279;71;14;6570;47;20
35659;240,55;16,27;224,28;231;2;1644;876;2;6037;45;26
35660;355,53;32,92;322,61;367;5;1682;243;7;12975;17;28
35661;225,29;11,76;213,53;255;4;1530;965;26;6852;16;26
35662;347,97;36,81;311,16;125;5;2802;816;22;17443;26;16
35663;267,52;38,35;229,17;176;5;375;625;21;9256;37;37
35664;255,51;29,79;225,72;371;5;3523;619;9;10298;7;21
35665;164,67;20,14;144,53;409;5;3264;250;13;5556;24;22
35666;198,89;8,1;190,79;346;5;2921;26;29;8374;38;37
35667;363,21;19,07;344,14;48;4;2085;669;16;11434;45;20
35668;113,19;16,1;97,09;377;5;689;958;22;12541;17;12
35669;254,73;18,01;236,72;302;4;3595;493;30;16523;8;36
35670;380,5;10,66;369,84;24;3;1457;904;4;5290;4;15
35671;94,72;19,4;75,32;94;5;1685;660;31;12794;31;19
35672;109,99;32,6;77,39;110;5;1576;961;12;6972;31;14
35673;175,7;35,44;140,26;170;2;2975;35;27;5171;29;24
35674;235,16;23,01;212,15;409;4;1857;152;23;5928;38;30
35675;114,07;7,26;106,81;42;5;1578;823;24;17463;30;33
35676;162,08;19,48;142,6;213;5;3425;956;23;13745;38;10
35677;342,9;8,44;334,46;149;5;244;134;23;16706;19;34
35678;154,42;27,29;127,13;249;4;2110;928;31;13615;14;25
35679;272,9;26,24;246,66;104;5;3318;645;2;12716;27;13
35680;306,6;20,72;285,88;134;5;2539;511;32;8948;43;17
35681;97,95;34,71;63,24;232;4;2156;233;18;15044;30;34
35682;225,12;25,28;199,84;339;4;1970;977;33;17953;31;22
35683;204,97;32,35;172,62;198;5;3195;746;27;12595;24;7
35684;187,55;22,52;165,03;183;5;154;635;29;1410;35;19
35685;120,48;40,34;80,14;339;4;2147;122;24;11953;28;39
35686;352,85;14,37;338,48;214;4;375;256;22;7927;23;30
35687;361,61;10,1;351,51;263;5;3353;694;29;14328;19;1
35688;242,8;23,08;219,72;39;2;1970;98;19;11412;4;39
35689;164,21;23,46;140,75;214;5;2375;403;30;7700;41;21
35690;283,14;9,68;273,46;235;4;1521;11;5;13677;22;35
35691;363,6;8,41;355,19;182;5;2929;598;22;4594;4;8
35692;322,48;24,31;298,17;310;3;2296;77;29;17349;11;14
35693;306,31;34,99;271,32;391;2;119;611;20;8666;46;20
35694;329,85;35,63;294,22;89;5;2203;661;31;15892;12;24
35695;327,32;13,63;313,69;72;5;1598;232;28;3821;21;25
35696;366,73;14,2;352,53;268;5;1459;954;26;15124;38;22
35697;380,16;33,08;347,08;76;4;2471;788;24;8797;38;25
35698;362,93;39,88;323,05;239;5;2735;600;27;13433;33;18
35699;275,17;19,48;255,69;289;5;1808;241;28;4207;40;37
35700;123,9;26,6;97,3;237;5;1163;387;21;13897;30;11
35701;117,74;41,17;76,57;415;5;2283;660;6;8120;35;16
35702;190,48;14,97;175,51;143;5;3092;795;24;17822;37;15
35703;96,7;12,64;84,06;266;4;1412;429;16;16500;12;11
35704;243,8;24,68;219,12;138;5;1443;441;28;9203;33;18
35705;345,56;16,71;328,85;275;4;1698;582;33;7889;29;37
35706;287,05;19,74;267,31;170;4;3523;624;11;18004;9;28
35707;241,95;40,91;201,04;351;3;2213;241;7;10165;24;15
35708;123,85;20,38;103,47;410;3;3091;664;7;8261;23;12
35709;210,55;9,9;200,65;300;5;3247;405;25;5826;32;10
35710;96,6;26,73;69,87;233;5;2413;265;27;5670;37;14
35711;308,65;26,94;281,71;62;4;2054;660;18;3924;34;13
35712;370,1;12,05;358,05;399;5;157;632;31;13549;16;37
35713;164,28;22,24;142,04;224;2;432;577;24;11468;34;25
35714;140,82;25,64;115,18;104;4;3278;262;19;18268;23;29
35715;216,35;31,73;184,62;153;2;986;604;29;3399;17;32
35716;210,73;18,87;191,86;190;5;331;246;27;5091;41;30
35717;219,28;23,03;196,25;50;4;1842;578;22;5734;1;35
35718;233,71;12,74;220,97;368;4;2204;302;14;3124;36;24
35719;344,54;40,06;304,48;382;4;3462;372;29;10261;37;35
35720;307,33;23,34;283,99;327;1;1542;401;24;5316;33;37
35721;114,78;30,1;84,68;241;5;833;597;24;1123;14;38
35722;369,39;12,6;356,79;373;3;526;865;25;5421;22;18
35723;126,37;41,59;84,78;170;5;2231;262;19;13664;7;13
35724;342,34;21,04;321,3;333;1;2264;261;24;11613;35;13
35725;250,65;29,85;220,8;35;5;2369;893;19;611;33;12
35726;152,34;39,14;113,2;27;4;2823;771;5;18154;7;14
35727;191,37;25,72;165,65;21;4;973;425;10;11427;37;16
35728;336,49;14,74;321,75;19;5;3213;630;28;14450;34;11
35729;174,62;12,78;161,84;237;4;1693;789;15;10600;35;15
35730;197,11;8,34;188,77;370;5;3272;694;28;16610;34;37
35731;310,28;36,69;273,59;228;3;2757;286;16;17273;34;37
35732;360,48;29,93;330,55;138;2;3218;519;18;9721;31;10
35733;176,14;36,45;139,69;58;2;2621;547;5;18985;3;7
35734;112,38;24,13;88,25;33;5;3586;614;9;3943;41;20
35735;147,87;27,38;120,49;94;3;1274;254;28;10830;33;18
35736;360,46;24,06;336,4;36;5;328;653;33;16792;13;21
35737;363,41;27,27;336,14;82;5;1877;344;22;4339;21;20
35738;235,39;17,3;218,09;125;1;1524;505;22;10736;32;20
35739;326,99;33,1;293,89;94;4;1313;624;22;8583;45;39
35740;379,02;11,68;367,34;221;5;2754;672;32;9366;31;11
35741;231,81;36,68;195,13;127;4;2323;251;31;6734;14;27
35742;357,63;13,91;343,72;219;4;2788;775;29;7110;36;17
35743;179,26;23,27;155,99;255;4;1606;607;15;9578;19;10
35744;148,82;10,7;138,12;130;5;793;252;18;7966;37;28
35745;242,74;15,04;227,7;117;4;820;258;20;6831;10;26
35746;261,1;40,69;220,41;196;3;3244;260;8;6025;34;35
35747;257,73;41,03;216,7;377;5;1619;553;18;9290;28;15
35748;159,1;39,13;119,97;54;5;3425;249;13;3275;37;34
35749;220,14;33,8;186,34;26;5;939;235;7;6757;20;27
35750;363,48;27,15;336,33;48;5;2581;606;31;5282;16;16
35751;244,95;41,86;203,09;356;2;1967;522;31;19399;35;19
35752;254,74;12,62;242,12;138;3;2347;661;27;18475;17;39
35753;288,57;20,05;268,52;390;5;3515;471;23;12608;19;38
35754;198,5;29,68;168,82;217;5;1885;923;21;18708;23;3
35755;156,2;11,44;144,76;97;5;3529;246;9;9238;7;16
35756;112,35;16,1;96,25;165;5;3218;698;23;10932;7;16
35757;357,51;35,66;321,85;273;5;1374;49;21;7890;23;14
35758;287,16;18,59;268,57;296;5;3416;238;7;9381;30;38
35759;285,48;21,25;264,23;350;4;2336;420;25;12283;43;23
35760;294;28,56;265,44;298;2;1582;590;28;5740;18;3
35761;108,93;26,21;82,72;15;4;1781;160;30;17647;37;35
35762;113,86;16,85;97,01;75;4;1953;149;28;19865;10;2
35763;220,26;24,65;195,61;157;4;2060;734;21;5178;6;16
35764;352,54;23,2;329,34;72;3;2368;603;19;3136;21;16
35765;267,36;24,47;242,89;284;1;686;528;1;8670;48;21
35766;182,04;40,37;141,67;120;4;3507;237;31;5960;16;20
35767;236,36;17,57;218,79;350;5;3583;261;30;4458;19;20
35768;181,05;28,55;152,5;73;3;373;788;28;2832;8;17
35769;241,13;39,2;201,93;280;1;3496;668;2;9884;30;39
35770;293,19;8,46;284,73;399;4;1121;100;21;9143;9;6
35771;194,13;33,14;160,99;314;5;2633;397;20;9554;2;10
35772;184,59;20,05;164,54;180;4;740;666;17;816;8;21
35773;306,92;8,3;298,62;393;5;2731;645;17;8387;46;19
35774;236,59;36,26;200,33;140;4;1860;633;14;18558;30;16
35775;201,53;16,55;184,98;157;5;1719;254;21;14479;15;23
35776;118,62;15,99;102,63;40;5;2987;264;8;1331;37;38
35777;107,89;28,12;79,77;135;4;2921;621;20;11142;12;21
35778;102,39;28,68;73,71;315;5;2820;959;23;7880;29;24
35779;357,65;19,2;338,45;59;5;3273;486;11;15243;39;12
35780;291,28;21,09;270,19;242;5;1914;517;33;17161;28;21
35781;156,25;27,6;128,65;217;1;3502;357;29;17733;27;11
35782;299,94;18,08;281,86;364;4;1996;252;30;5208;18;22
35783;161,11;33,14;127,97;172;4;1600;191;18;7708;4;27
35784;123,94;41,32;82,62;72;4;1852;395;31;12385;38;16
35785;344,91;12,21;332,7;365;4;2036;635;32;18995;30;2
35786;167,36;29,23;138,13;142;5;1086;651;29;9856;38;14
35787;208,81;31,03;177,78;42;5;23;242;17;9726;16;32
35788;284,26;25,3;258,96;385;5;2531;331;8;14165;20;38
35789;318,14;32,8;285,34;409;4;1781;256;20;2404;42;37
35790;377,84;35,47;342,37;40;5;2017;301;14;6940;29;16
35791;306,01;22,44;283,57;76;1;3023;234;31;15693;31;36
35792;168,14;23,89;144,25;70;4;1947;263;29;13510;35;13
35793;370,77;9,43;361,34;271;5;2739;991;31;9811;24;19
35794;124,23;23,87;100,36;245;5;490;941;29;13580;29;27
35795;253,21;29,22;223,99;268;4;3630;911;13;3212;17;22
35796;99,73;37,8;61,93;260;5;1558;371;21;10181;6;33
35797;325,56;21,34;304,22;148;3;20;317;10;2988;40;26
35798;247,16;22,51;224,65;151;4;3420;252;22;16202;38;21
35799;212,33;27,4;184,93;283;4;1961;826;18;8069;15;14
35800;356,55;33,1;323,45;396;3;1976;140;31;1137;34;12
35801;369,36;31,22;338,14;154;2;3118;369;18;14119;42;20
35802;198,37;8,58;189,79;328;3;2020;953;27;3587;5;30
35803;326,21;15,19;311,02;352;5;1711;642;21;3007;44;36
35804;375,01;25,88;349,13;157;5;1872;261;18;5629;17;17
35805;215,73;31,09;184,64;268;3;2945;306;31;14804;13;3
35806;307,37;24,79;282,58;229;4;2394;649;22;9488;13;20
35807;321,47;10,1;311,37;236;1;2084;500;3;9146;36;19
35808;241,15;25,84;215,31;168;5;735;602;28;11235;31;35
35809;242,71;34,74;207,97;211;5;360;315;16;6493;40;24
35810;160,47;38,17;122,3;52;2;2866;634;10;6558;37;12
35811;227,01;13,47;213,54;177;3;2814;243;32;3308;29;38
35812;91,53;26,77;64,76;39;4;1611;948;18;16090;6;12
35813;293,61;34,44;259,17;370;5;3209;651;2;13812;5;35
35814;305,14;39,58;265,56;191;5;3082;618;32;15872;13;23
35815;114,53;27,73;86,8;35;5;2894;617;29;13688;36;6
35816;96,37;30,04;66,33;211;4;3322;579;29;7827;19;27
35817;368,68;10,04;358,64;322;4;3140;397;20;10568;39;32
35818;103,3;31,82;71,48;315;2;417;258;9;3378;34;15
35819;279,52;26,21;253,31;162;4;2266;600;33;8368;34;11
35820;343,63;15,03;328,6;126;5;1451;661;30;16267;24;19
35821;166,28;11,09;155,19;333;3;2157;658;25;16767;6;13
35822;386,78;38,71;348,07;223;5;679;256;17;4820;35;9
35823;244,65;30,85;213,8;137;4;1714;617;12;10047;39;28
35824;270,22;36,61;233,61;275;4;894;406;21;10140;21;38
35825;315,38;13,94;301,44;198;5;1760;260;23;11953;8;24
35826;363,13;32,63;330,5;237;3;2870;523;27;3854;2;30
35827;232,65;8,77;223,88;310;5;1070;662;6;3542;38;27
35828;326,67;7,05;319,62;366;2;3140;405;20;17412;38;8
35829;335,37;19,76;315,61;15;5;2833;878;31;924;45;7
35830;269,31;8,3;261,01;276;4;484;251;14;16240;43;6
35831;292,14;33,64;258,5;305;4;1737;710;20;19102;24;10
35832;278,31;12,88;265,43;66;5;900;586;24;19081;32;16
35833;203,8;36,7;167,1;30;5;2485;854;33;11897;19;38
35834;225,97;18,15;207,82;92;5;3313;528;29;3152;3;16
35835;224,41;27,56;196,85;202;1;3428;258;27;9306;24;25
35836;373,66;31,55;342,11;240;5;192;741;29;9766;30;31
35837;173,7;26,03;147,67;143;4;2349;374;30;5533;5;25
35838;188,91;33,51;155,4;137;4;953;968;4;16185;33;33
35839;126,9;14,34;112,56;108;4;666;471;21;10947;33;13
35840;281,74;32,32;249,42;272;5;3520;597;24;7075;39;22
35841;227,52;18,74;208,78;179;5;2312;625;16;15472;43;34
35842;269,92;7,74;262,18;104;5;1044;625;27;8164;19;2
35843;296,24;11,19;285,05;396;5;3325;847;24;6572;9;34
35844;92,3;21,61;70,69;36;3;2070;657;32;6199;14;27
35845;146,89;12,6;134,29;382;1;2793;644;29;156;41;21
35846;111,8;41,77;70,03;197;5;804;618;18;15676;35;4
35847;235,09;39,01;196,08;124;4;72;674;29;8338;40;26
35848;249,86;28,56;221,3;285;5;3237;253;30;6901;3;26
35849;254,75;37,07;217,68;41;2;3223;269;31;9872;22;39
35850;109,87;23,24;86,63;328;3;1410;414;28;16413;4;18
35851;221,73;32,8;188,93;48;4;1876;617;29;1144;31;39
35852;285,55;28,76;256,79;25;5;3058;598;6;7310;38;13
35853;170,15;25,42;144,73;290;2;1600;657;29;18281;28;35
35854;279,69;20,07;259,62;186;5;2304;829;32;4414;28;17
35855;231,01;30,17;200,84;15;5;2456;583;8;5396;15;14
35856;153,23;31,72;121,51;368;4;454;718;26;10196;22;38
35857;257,98;29,58;228,4;15;4;2606;807;16;9283;33;17
35858;341,31;19,03;322,28;126;5;1456;812;2;7479;32;27
35859;287,89;8,52;279,37;91;5;2518;751;29;7174;46;8
35860;130,87;17,52;113,35;191;3;2403;687;23;7953;17;26
35861;304,6;23,92;280,68;264;4;1839;549;32;5355;35;13
35862;300,38;39,23;261,15;165;1;943;970;30;16736;45;13
35863;199,54;40,76;158,78;178;5;3428;646;27;11647;33;35
35864;310,01;20,71;289,3;289;5;2009;579;19;18190;9;28
35865;198,83;36,15;162,68;140;5;1819;245;33;17498;15;16
35866;384,8;26,22;358,58;221;2;2275;7;14;944;42;18
35867;168,9;15,59;153,31;274;4;766;526;32;6145;35;21
35868;381,19;26,14;355,05;69;5;3385;29;10;9970;7;39
35869;95,86;24,25;71,61;384;2;3080;262;32;12273;29;34
35870;375,19;14,8;360,39;320;5;3161;145;32;5337;29;14
35871;159,08;10,31;148,77;164;5;3033;443;31;8097;18;12
35872;189,07;31,45;157,62;295;5;3329;584;32;19005;34;23
35873;265,38;38,43;226,95;96;4;3414;361;22;9617;12;27
35874;90,99;41,04;49,95;307;3;806;442;11;13484;11;14
35875;142,1;22,71;119,39;161;4;3598;479;25;17706;30;15
35876;243,11;33,67;209,44;326;2;1189;913;27;6715;11;15
35877;383,04;25,79;357,25;281;5;567;557;23;6137;32;21
35878;243,66;33,98;209,68;253;4;1861;518;15;559;48;33
35879;236,87;29,28;207,59;154;5;1116;350;18;13823;37;28
35880;302,84;13,17;289,67;392;5;546;657;29;9049;25;13
35881;312,53;13,15;299,38;135;5;2077;128;32;12754;40;1
35882;126,27;9,56;116,71;380;2;3019;650;16;7202;15;12
35883;156,1;17,57;138,53;379;4;2849;664;18;4574;14;23
35884;301,29;15,53;285,76;255;5;2150;251;24;8664;25;26
35885;339,23;16,42;322,81;373;4;2988;644;31;3264;38;25
35886;326,25;35,09;291,16;168;3;3507;737;10;17552;10;18
35887;347,13;35,23;311,9;197;5;535;616;28;9585;34;23
35888;133,68;39,21;94,47;234;5;3517;502;28;16059;36;21
35889;276,44;21,53;254,91;15;1;1501;468;25;17059;21;26
35890;213,31;7,94;205,37;52;4;2260;37;29;6834;37;24
35891;166,94;17,87;149,07;33;2;2735;654;11;1274;33;18
35892;181,67;32,54;149,13;121;4;3287;637;28;18122;20;10
35893;220,54;12,03;208,51;96;5;2456;548;22;9813;9;4
35894;381,37;12,29;369,08;196;4;3335;630;32;14579;1;15
35895;129,93;26,4;103,53;252;1;2012;198;26;6377;26;11
35896;113,41;10,18;103,23;162;3;3424;294;26;5756;31;39
35897;133,03;24,79;108,24;169;5;3336;231;32;4730;6;36
35898;134,77;23,88;110,89;290;4;2562;641;24;4843;44;17
35899;289,58;16,16;273,42;73;4;3381;249;12;11957;29;28
35900;336,77;28,2;308,57;16;4;1663;538;27;4407;32;18
35901;125,13;34,32;90,81;336;3;3158;428;23;16972;14;12
35902;204,02;41,23;162,79;54;5;1816;263;7;8636;38;17
35903;140,06;27,92;112,14;358;4;2046;493;10;1197;7;28
35904;117,03;11,47;105,56;203;3;1978;611;27;17658;45;37
35905;306,15;18,5;287,65;38;5;3385;13;22;7012;45;20
35906;351,67;38,64;313,03;59;1;1931;594;31;6056;24;27
35907;312,34;15,35;296,99;359;5;2243;313;32;11671;30;18
35908;103,67;8,8;94,87;348;3;3258;866;10;8554;37;18
35909;122,2;33,7;88,5;227;4;2947;268;19;4653;23;18
35910;280,52;16,1;264,42;249;4;3095;624;33;12007;28;38
35911;113,42;16,82;96,6;92;5;2628;384;18;14044;12;35
35912;175,41;35,39;140,02;150;3;1248;901;32;3924;34;35
35913;154,35;12,89;141,46;74;5;1801;605;33;4111;4;9
35914;344,87;17,05;327,82;370;3;2322;241;28;9732;44;17
35915;378,79;28,46;350,33;97;5;2479;257;29;14142;29;12
35916;253,22;26,12;227,1;192;5;3525;652;29;15496;32;37
35917;188,68;9,45;179,23;226;4;2410;37;11;16275;25;13
35918;215,57;28,74;186,83;153;3;3404;307;30;9757;13;19
35919;364,05;12,08;351,97;134;5;1580;672;19;13489;38;36
35920;358,42;16,04;342,38;58;5;3256;75;7;15050;22;28
35921;158,48;9,09;149,39;275;3;3629;668;20;4294;5;27
35922;180,13;27,23;152,9;390;4;3383;68;24;11374;41;16
35923;348,88;13,89;334,99;232;3;3046;959;9;4433;31;27
35924;352,32;20,68;331,64;216;5;1449;258;17;7002;6;18
35925;197,5;16,44;181,06;160;1;22;621;2;7724;11;19
35926;238,6;34,05;204,55;153;5;1548;735;16;6520;46;18
35927;345,66;34,3;311,36;379;3;2393;20;24;3046;29;14
35928;281,6;8,2;273,4;343;3;3340;239;5;5807;26;27
35929;367,76;33,52;334,24;60;4;1618;436;4;3459;13;19
35930;243,97;13,94;230,03;46;5;274;940;30;8537;32;38
35931;205,44;31,84;173,6;201;5;133;823;28;6886;38;26
35932;113,8;12,09;101,71;199;5;3222;233;31;4572;12;19
35933;314,78;33,71;281,07;283;4;2132;622;18;16421;11;5
35934;91,17;35,19;55,98;123;4;3621;254;21;5336;17;18
35935;343,13;34,33;308,8;400;5;2999;624;26;17060;22;8
35936;104,8;36,28;68,52;346;5;1226;613;27;11060;27;2
35937;201,61;21,42;180,19;64;4;2430;658;30;9773;20;16
35938;353,91;18,25;335,66;203;4;2461;342;23;7084;24;19
35939;97,59;36,8;60,79;177;4;321;215;18;16926;38;2
35940;149,66;38;111,66;302;4;1556;585;17;15016;13;22
35941;100,57;38,13;62,44;168;5;415;777;15;11484;32;9
35942;357,1;28,62;328,48;239;4;961;621;8;10427;32;4
35943;348,41;34,3;314,11;376;5;2696;103;16;9852;32;37
35944;277,7;9,22;268,48;386;4;3162;914;18;12967;3;27
35945;339,12;22,93;316,19;367;4;3526;493;30;6281;13;22
35946;289,8;22,46;267,34;286;4;1904;595;30;2214;27;13
35947;148,43;13,86;134,57;404;3;1903;231;27;4775;2;12
35948;266,03;28,08;237,95;373;5;3237;819;8;10172;45;36
35949;248,17;30,83;217,34;29;4;791;634;28;16480;27;14
35950;367,52;8,51;359,01;319;2;1994;249;29;16744;29;12
35951;248,95;13,69;235,26;378;2;2856;938;30;7575;42;39
35952;342,12;32,72;309,4;296;3;2127;610;15;10284;36;24
35953;97,14;29,84;67,3;158;4;3353;661;31;5974;36;7
35954;340,09;12,31;327,78;253;4;3019;264;20;3157;37;22
35955;279,34;32,69;246,65;125;5;2373;66;8;3654;28;20
35956;257,25;15,46;241,79;80;2;3510;135;2;8135;3;11
35957;328,13;28,84;299,29;323;5;2794;994;30;12041;38;19
35958;318,03;12,46;305,57;183;5;3483;726;31;18723;34;10
35959;385,2;9,12;376,08;409;4;1682;656;29;4331;17;34
35960;266,13;35,16;230,97;79;1;1957;660;33;3786;43;21
35961;304,4;13,34;291,06;59;1;686;331;31;13646;42;7
35962;217,42;37,68;179,74;70;5;1873;608;22;15563;26;7
35963;164,62;25,79;138,83;43;4;3510;779;12;5736;32;9
35964;278,1;41,04;237,06;70;4;1929;887;18;16214;21;35
35965;343,14;35,44;307,7;201;4;3528;656;20;10962;32;19
35966;151,52;14,43;137,09;342;5;2773;605;31;14032;31;14
35967;225,32;12,46;212,86;20;2;2118;435;22;6088;19;16
35968;293,34;26,69;266,65;261;5;3356;265;29;13302;2;6
35969;282,32;20;262,32;172;4;1803;878;15;4003;37;6
35970;277,23;38,22;239,01;322;5;1774;471;20;5703;39;14
35971;353,75;33,07;320,68;367;3;1452;253;27;8208;1;29
35972;180,92;26,89;154,03;149;5;2926;627;28;16747;29;6
35973;270,2;24,87;245,33;263;5;2801;527;18;17923;41;26
35974;157,3;29,72;127,58;120;3;881;807;21;9387;7;12
35975;235,69;11,49;224,2;90;5;1933;368;16;9145;7;15
35976;384,59;32,94;351,65;147;5;2161;601;25;13184;23;35
35977;253,73;23,31;230,42;73;3;2763;301;32;4409;25;18
35978;238,7;16,71;221,99;265;5;2038;673;16;8840;25;36
35979;355,97;24,07;331,9;170;5;3172;587;29;14108;32;12
35980;175;11,91;163,09;301;5;2229;387;30;16484;13;11
35981;106,26;20,61;85,65;97;5;1663;852;27;7757;22;29
35982;337,83;39,61;298,22;110;4;2285;599;21;7869;20;30
35983;289,39;7,54;281,85;415;5;3219;316;25;9628;30;38
35984;312,03;17,85;294,18;193;5;2635;422;29;18563;12;24
35985;320,5;39;281,5;58;4;3397;603;19;12112;14;16
35986;227,65;37,19;190,46;414;4;2787;916;20;7054;48;23
35987;127,99;32,04;95,95;66;3;3213;662;28;4448;1;19
35988;232,6;29,96;202,64;281;4;2424;127;20;2617;28;17
35989;267,52;9,01;258,51;36;5;3470;667;23;18535;5;17
35990;193,73;21,18;172,55;276;5;2851;948;25;15924;33;15
35991;98,16;34,37;63,79;217;5;1894;636;2;9098;38;12
35992;371,89;38,19;333,7;324;3;1155;457;31;9874;39;21
35993;135,66;24,91;110,75;281;3;736;589;31;10492;42;1
35994;147,57;36,92;110,65;229;5;37;604;31;16422;33;24
35995;125,49;28,98;96,51;227;4;2138;50;28;18488;7;10
35996;274,61;25,06;249,55;173;4;3051;258;26;18559;24;11
35997;104,21;37,04;67,17;199;4;2931;995;10;6734;41;36
35998;299,81;20,16;279,65;223;3;2997;796;26;11093;28;4
35999;99,06;11,47;87,59;15;4;2943;347;15;1655;4;20
36000;270,06;13,51;256,55;62;5;2699;616;29;8105;27;24
36001;373,4;18,34;355,06;303;5;454;642;32;5475;12;19
36002;315,87;19,95;295,92;233;5;558;749;27;4298;38;16
36003;164,09;17,48;146,61;293;5;2313;477;12;7422;24;11
36004;184,29;28,33;155,96;116;5;2121;347;32;9472;18;5
36005;121,78;24,95;96,83;79;4;1427;367;10;8814;38;28
36006;198,13;38,69;159,44;63;4;2187;649;14;11590;28;16
36007;363,08;35,79;327,29;152;4;2144;261;15;4030;37;1
36008;241,93;33,89;208,04;106;5;2340;496;22;10498;14;8
36009;258,66;17,43;241,23;99;5;2577;889;21;12802;2;15
36010;251,7;34,6;217,1;406;3;3263;259;7;8152;36;11
36011;387,45;23,08;364,37;42;5;1803;262;26;6073;24;29
36012;178;8,23;169,77;160;5;3483;53;30;6329;30;23
36013;109,61;26,35;83,26;242;4;3522;14;25;11811;26;13
36014;279,84;37,8;242,04;37;5;3100;579;25;5032;27;11
36015;257,68;25,41;232,27;213;4;2287;729;28;15176;29;23
36016;109,74;34,68;75,06;23;2;3500;598;22;16216;21;10
36017;125,44;10,79;114,65;177;5;2633;144;5;10460;24;14
36018;263,51;35,3;228,21;321;4;3291;601;18;3427;26;10
36019;349,64;35,89;313,75;25;5;3516;236;31;7055;30;15
36020;294,16;24,61;269,55;304;5;3235;241;27;10518;24;16
36021;341,73;13,66;328,07;76;2;1125;609;19;7625;34;7
36022;188,19;9,41;178,78;36;5;1730;596;21;17824;22;32
36023;176,29;22,42;153,87;210;1;2059;528;31;9871;5;11
36024;308,76;19,81;288,95;320;4;3630;538;1;11156;18;18
36025;144,44;14,73;129,71;260;2;2512;73;10;6165;16;15
36026;334,85;40,57;294,28;302;4;1748;526;18;3673;15;2
36027;232,42;23,57;208,85;353;4;519;354;17;10793;22;11
36028;242,38;22,82;219,56;120;4;1582;472;26;4431;14;4
36029;291,66;35,38;256,28;213;5;3505;181;23;4143;5;18
36030;340,59;29,78;310,81;182;3;2953;589;20;12584;16;20
36031;237,19;12,92;224,27;256;3;2272;634;26;5638;38;24
36032;315,45;18,53;296,92;84;4;3211;654;24;4367;42;34
36033;266,18;30,44;235,74;46;5;3073;917;29;7386;19;10
36034;263;11,54;251,46;101;4;2817;757;20;5450;34;33
36035;110,22;34,05;76,17;343;5;2065;360;32;15214;35;30
36036;103,52;17,65;85,87;359;4;279;723;32;12091;7;16
36037;211,28;24,49;186,79;133;4;2334;600;31;12982;18;33
36038;383,82;30,2;353,62;57;4;1782;584;17;8139;15;11
36039;256,71;16,49;240,22;175;5;2599;792;29;18497;30;39
36040;313,73;38,62;275,11;228;3;2781;133;16;16426;33;32
36041;115,41;30,12;85,29;307;2;2244;600;32;13630;28;25
36042;130,79;39,05;91,74;127;4;2829;650;31;1089;15;16
36043;293,27;16,53;276,74;390;5;2992;630;30;18215;30;16
36044;318,42;11,8;306,62;320;3;2860;388;6;10075;5;34
36045;249,02;18,01;231,01;31;5;1898;68;4;6888;22;7
36046;139,45;33,93;105,52;368;5;3562;317;23;249;41;30
36047;288,23;12,32;275,91;59;4;1925;589;5;6277;5;11
36048;355,2;39,67;315,53;102;5;618;484;30;6668;35;19
36049;243,84;20,13;223,71;32;1;3135;634;23;6827;2;12
36050;266,22;9,97;256,25;316;3;2355;611;32;7879;28;26
36051;297,81;32,37;265,44;32;5;2061;584;28;14577;24;17
36052;375,63;36,35;339,28;37;4;1170;659;22;5209;38;34
36053;334,93;40,37;294,56;52;4;1044;444;25;8315;10;5
36054;340,27;16,11;324,16;314;4;3256;122;25;9478;38;39
36055;135,81;16,86;118,95;125;4;1575;250;27;5561;11;36
36056;161,78;40,97;120,81;135;2;3288;583;2;16250;33;16
36057;362,84;21,63;341,21;40;3;1892;616;29;9362;21;33
36058;155,82;29,55;126,27;55;5;3293;587;30;14527;39;13
36059;346,14;13,51;332,63;118;5;3046;479;7;15487;37;39
36060;206,55;17,16;189,39;188;3;1760;946;27;19289;37;36
36061;325,94;10,71;315,23;43;3;3293;607;5;19867;45;15
36062;129,81;28,25;101,56;66;5;2970;581;15;2646;42;38
36063;304,62;9,61;295,01;54;5;3482;592;11;11637;38;12
36064;210,26;39,46;170,8;332;2;1818;281;17;18542;35;16
36065;251,48;34,95;216,53;170;4;3553;224;32;5794;28;28
36066;296,26;15,09;281,17;197;5;747;593;33;4443;39;19
36067;127,11;24,17;102,94;64;5;1144;315;28;7092;19;7
36068;214,16;14,76;199,4;258;5;2386;943;23;9627;22;21
36069;343,58;8,35;335,23;64;4;2538;891;7;18614;9;21
36070;149,69;40,2;109,49;314;4;3255;290;19;9313;43;20
36071;101,1;20,39;80,71;352;5;986;658;15;15771;18;36
36072;139,04;20,45;118,59;202;1;1963;751;21;6585;32;39
36073;311,03;12,68;298,35;30;5;261;618;10;18529;11;23
36074;188,95;31,61;157,34;158;5;2696;261;32;14015;31;18
36075;187,24;14,34;172,9;359;5;2741;637;2;3309;38;4
36076;269,03;16,63;252,4;104;3;1442;253;17;16132;42;14
36077;149,12;14,57;134,55;161;5;2489;992;31;3230;12;11
36078;197;38,32;158,68;257;4;3568;265;21;11289;40;37
36079;224,75;16,08;208,67;374;4;2243;648;30;11800;11;14
36080;361,68;24,5;337,18;54;5;786;650;31;17402;37;35
